date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2019-05-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,7.0,0.4454
2019-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.25,0.4613
2019-06-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2019-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.75,0.3659
2019-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,10.79,0.6865
2019-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.82,0.4976
2019-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2019-06-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,147.27,9.3703
2019-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,31.38,1.9966
2019-06-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,26.38,1.6785
2019-06-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.66,0.6146
2019-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2019-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,98.27,6.2526
2019-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.46,1.7472
2019-06-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.22,1.2865
2019-06-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.58,1.5003
2019-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,27.01,1.7186
2019-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,19.09,1.2146
2019-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.74,0.8742
2019-06-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,6.5,0.4136
2019-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,5.0,0.3181
2019-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2019-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,7.48,0.4759
2019-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,10.32,0.6566
2019-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.67,0.488
2019-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2019-07-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,148.16,9.4269
2019-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,30.0,1.9088
2019-07-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,26.38,1.6785
2019-07-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.66,0.6146
2019-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2019-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,95.7,6.0891
2019-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.46,1.7472
2019-07-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.22,1.2865
2019-07-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.58,1.5003
2019-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,27.51,1.7504
2019-07-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,19.09,1.2146
2019-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.01,0.955
2019-07-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,6.5,0.4136
2019-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.5,0.2227
2019-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2019-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.5,0.5408
2019-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2019-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.67,0.488
2019-08-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.7,0.1082
2019-08-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,150.46,9.5733
2019-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,27.32,1.7383
2019-08-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,26.38,1.6785
2019-08-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.66,0.6146
2019-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2019-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,95.7,6.0891
2019-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.46,1.7472
2019-08-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.22,1.2865
2019-08-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.58,1.5003
2019-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,27.07,1.7224
2019-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,19.09,1.2146
2019-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,17.38,1.1058
2019-08-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,6.5,0.4136
2019-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.75,0.3022
2019-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2019-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.75,0.5567
2019-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2019-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.67,0.488
2019-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2019-09-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,148.37,9.4403
2019-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,25.59,1.6282
2019-09-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7192
2019-09-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2019-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2019-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,95.7,6.0891
2019-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.46,1.7472
2019-09-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.22,1.2865
2019-09-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.58,1.5003
2019-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,28.18,1.793
2019-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,19.09,1.2146
2019-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,18.22,1.1593
2019-09-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,6.86,0.4365
2019-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,8.5,0.5408
2019-10-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2019-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.53,0.5427
2019-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2019-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,7.67,0.488
2019-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2019-10-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,141.95,9.0318
2019-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,25.42,1.6174
2019-10-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7192
2019-10-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2019-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.1,0.8971
2019-10-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,96.2,6.1209
2019-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.46,1.7472
2019-10-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.22,1.2865
2019-10-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.58,1.5003
2019-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,28.57,1.8178
2019-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.54,1.1796
2019-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,18.68,1.1885
2019-10-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,7.32,0.4657
2019-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.1,0.4517
2019-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2019-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,10.0,0.6363
2019-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2019-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4244
2019-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2019-11-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,126.33,8.038
2019-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,25.42,1.6174
2019-11-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7192
2019-11-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2019-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.0,0.8908
2019-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,106.2,6.7572
2019-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8108
2019-11-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.72,1.3183
2019-11-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,24.58,1.5639
2019-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,27.57,1.7542
2019-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.54,1.1796
2019-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,21.68,1.3794
2019-11-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,7.82,0.4976
2019-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.1,0.4517
2019-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2019-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,10.36,0.6592
2019-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2019-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4244
2019-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2019-12-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,124.87,7.9451
2019-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,25.42,1.6174
2019-12-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7192
2019-12-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2019-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2019-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,106.2,6.7572
2019-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8108
2019-12-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.72,1.3183
2019-12-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,24.58,1.5639
2019-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,28.94,1.8414
2019-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.54,1.1796
2019-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,21.68,1.3794
2019-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,7.82,0.4976
2019-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.1,0.4517
2020-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2020-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,10.69,0.6802
2020-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2020-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4244
2020-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2020-01-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,125.87,8.0087
2020-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,28.21,1.7949
2020-01-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7192
2020-01-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2020-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2020-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,106.2,6.7572
2020-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8108
2020-01-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.72,1.3183
2020-01-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.38,1.4876
2020-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,30.21,1.9222
2020-01-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.54,1.1796
2020-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,21.68,1.3794
2020-01-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,8.39,0.5338
2020-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.22,0.4594
2020-02-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2020-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,9.24,0.5879
2020-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2020-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4244
2020-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2020-02-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,125.87,8.0087
2020-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,28.21,1.7949
2020-02-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7192
2020-02-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2020-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2020-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,107.23,6.8227
2020-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8108
2020-02-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.72,1.3183
2020-02-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.38,1.4876
2020-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,33.42,2.1264
2020-02-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.54,1.1796
2020-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,21.68,1.3794
2020-02-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,8.39,0.5338
2020-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.22,0.4594
2020-03-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2020-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.62,0.5485
2020-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2020-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4244
2020-03-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2020-03-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,128.59,8.1818
2020-03-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,29.11,1.8522
2020-03-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7192
2020-03-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2020-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2020-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,107.23,6.8227
2020-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8108
2020-03-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.72,1.3183
2020-03-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.38,1.4876
2020-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,33.83,2.1525
2020-03-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.54,1.1796
2020-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,22.56,1.4354
2020-03-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,9.2,0.5854
2020-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.22,0.4594
2020-04-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2020-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.86,0.5637
2020-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2020-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4244
2020-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2020-04-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,134.33,8.547
2020-04-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,30.72,1.9546
2020-04-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7192
2020-04-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2020-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2020-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,107.23,6.8227
2020-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8108
2020-04-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.72,1.3183
2020-04-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.38,1.4876
2020-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,33.99,2.1627
2020-04-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.54,1.1796
2020-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,23.56,1.499
2020-04-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,9.82,0.6248
2020-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.93,0.5046
2020-05-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.07,0.5135
2020-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.26,0.5256
2020-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.92,0.6312
2020-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.67,0.4244
2020-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.65,0.105
2020-05-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,135.68,8.6329
2020-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,31.19,1.9845
2020-05-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.02,1.7192
2020-05-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2020-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2020-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,107.23,6.8227
2020-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8108
2020-05-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.72,1.3183
2020-05-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.38,1.4876
2020-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,33.21,2.113
2020-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.54,1.1796
2020-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,18.16,1.1555
2020-05-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,7.21,0.4587
2020-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,7.16,0.4556
2020-06-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.21,0.5224
2020-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.19,0.5211
2020-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.96,0.6337
2020-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.61,0.4206
2020-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.56,0.0993
2020-06-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,136.1,8.6596
2020-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,29.23,1.8598
2020-06-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,26.74,1.7014
2020-06-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2020-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
2020-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,106.22,6.7584
2020-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,28.46,1.8108
2020-06-15,,,National Average,,,oil and fats,Oil (mixed),L,actual,Retail,EGP,20.72,1.3183
2020-06-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,23.38,1.4876
2020-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,32.98,2.0984
2020-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,18.42,1.172
2020-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,21.28,1.354
2020-06-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,6.36,0.4047
2020-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,6.86,0.4365
2020-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,8.21,0.5224
2020-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,8.64,0.5497
2020-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,9.88,0.6286
2020-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.54,0.4161
2020-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.54,0.098
2020-07-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,136.66,8.6952
2020-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,28.86,1.8363
2020-07-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,27.14,1.7268
2020-07-15,,,National Average,,,milk and dairy,Cheese (picon),168 G,actual,Retail,EGP,9.74,0.6197
2020-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.01,0.8914
