date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2013-09-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,57.9,3.684
2013-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.9,1.2025
2013-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.57,0.3544
2013-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.13,0.8354
2013-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.8,2.7232
2013-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.73,0.7463
2013-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.0,0.6999
2013-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.7,0.7444
2013-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.83,0.7527
2013-09-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,4.1,0.2609
2013-09-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.53,0.2246
2013-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.75,0.2386
2013-10-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,5.06,0.322
2013-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.56,0.2901
2013-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.25,0.334
2013-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.5,0.4136
2013-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.89,0.0566
2013-10-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,62.38,3.969
2013-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,17.88,1.1376
2013-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.13,0.3264
2013-10-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.56,0.8628
2013-10-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,43.12,2.7436
2013-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.79,0.7502
2013-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.56,0.7355
2013-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.69,0.7438
2013-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.5,0.9862
2013-10-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,5.56,0.3538
2013-10-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,4.69,0.2984
2013-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.38,0.2787
2013-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.44,0.2825
2013-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.81,0.306
2013-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.31,0.3379
2013-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,5.44,0.3461
2013-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.84,0.0534
2013-11-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,59.63,3.7941
2013-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,21.5,1.368
2013-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.97,0.3162
2013-11-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.63,0.8036
2013-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,41.69,2.6526
2013-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.0,0.7635
2013-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.19,0.712
2013-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,12.19,0.7756
2013-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,16.13,1.0263
2013-11-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,5.25,0.334
2013-11-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.66,0.2329
2013-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.75,0.2386
2013-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.25,0.2704
2013-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.4,0.2163
2013-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.05,0.2577
2013-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.08,0.2597
2013-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.0509
2013-12-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,58.8,3.7413
2013-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,17.7,1.1262
2013-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.92,0.377
2013-12-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.95,0.7603
2013-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.9,2.7296
2013-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.15,0.7731
2013-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.9,0.5663
2013-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.7,0.6808
2013-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.0,0.8908
2013-12-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.48,0.2211
2013-12-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.98,0.1893
2013-12-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.0,0.1909
2014-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.56,0.2901
2014-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.97,0.189
2014-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.16,0.2647
2014-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.5,0.2863
2014-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.81,0.0515
2014-01-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,55.25,3.5154
2014-01-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,16.5,1.0498
2014-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.22,0.3321
2014-01-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.25,0.7794
2014-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.63,2.7124
2014-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.0,0.7635
2014-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.0,0.6363
2014-01-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.81,0.7514
2014-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,17.0,1.0817
2014-01-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,4.25,0.2704
2014-01-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.62,0.2303
2014-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.25,0.1432
2014-02-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.31,0.2742
2014-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,4.25,0.2704
2014-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.06,0.2583
2014-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.48,0.285
2014-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.84,0.0534
2014-02-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,60.38,3.8418
2014-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,15.66,0.9964
2014-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,4.78,0.3041
2014-02-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.38,0.7877
2014-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,48.0,3.0541
2014-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.19,0.7756
2014-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.44,0.7279
2014-02-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.69,0.7438
2014-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,17.44,1.1097
2014-02-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,4.06,0.2583
2014-02-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.59,0.1648
2014-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.19,0.1393
2014-03-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.62,0.2943
2014-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.4,0.2163
2014-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.17,0.2656
2014-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.65,0.2959
2014-03-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.81,0.0519
2014-03-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,57.7,3.6713
2014-03-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,16.5,1.0498
2014-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.95,0.3786
2014-03-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,11.93,0.7587
2014-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,43.0,2.7359
2014-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.62,0.7397
2014-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.65,0.7413
2014-03-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.45,0.6649
2014-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.9,0.7572
2014-03-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.45,0.2195
2014-03-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.6,0.1654
2014-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.92,0.1861
2014-04-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.22,0.2684
2014-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.56,0.2267
2014-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.88,0.2466
2014-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.34,0.2764
2014-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.78,0.0493
2014-04-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,57.12,3.6347
2014-04-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,17.75,1.1294
2014-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.41,0.4076
2014-04-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.75,0.8112
2014-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,40.62,2.5848
2014-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.12,0.7715
2014-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.34,0.7215
2014-04-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.5,0.7317
2014-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,9.12,0.5806
2014-04-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,4.19,0.2665
2014-04-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.84,0.181
2014-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.34,0.2764
2014-05-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.94,0.3142
2014-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.56,0.2267
2014-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.78,0.3038
2014-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.34,0.2764
2014-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.68,0.0429
2014-05-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,59.38,3.7778
2014-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.0,1.1453
2014-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.04,0.3842
2014-05-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.0,0.8271
2014-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,42.38,2.6962
2014-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,13.19,0.8391
2014-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.99,0.7629
2014-05-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.62,0.7397
2014-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.56,0.7357
2014-05-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.5,0.2227
2014-05-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.78,0.1769
2014-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.93,0.2503
2014-06-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,5.17,0.3293
2014-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.5,0.2227
2014-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.4,0.28
2014-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.23,0.2691
2014-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.74,0.0474
2014-06-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,59.2,3.7667
2014-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,20.85,1.3266
2014-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.75,0.3659
2014-06-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.49,0.7947
2014-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,43.85,2.79
2014-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.6,0.7381
2014-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.95,0.5695
2014-06-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.2,0.7126
2014-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.4,0.7253
2014-06-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.02,0.1925
2014-06-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,2.75,0.175
2014-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.9,0.1845
2014-07-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.13,0.2628
2014-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.25,0.2068
2014-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.03,0.2564
2014-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.38,0.2787
2014-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.82,0.0522
2014-07-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,63.75,4.0562
2014-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,20.06,1.2764
2014-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.24,0.3334
2014-07-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.0,0.7635
2014-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,45.0,2.8632
2014-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.19,0.712
2014-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,9.19,0.5847
2014-07-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,9.84,0.6261
2014-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.69,0.7438
2014-07-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.06,0.1947
2014-07-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.19,0.203
2014-07-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.72,0.1731
2014-08-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.88,0.2469
2014-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.8,0.2418
2014-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.98,0.2532
2014-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.25,0.2704
2014-08-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.83,0.0528
2014-08-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,61.7,3.9258
2014-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,20.1,1.2789
2014-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.45,0.3468
2014-08-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.53,0.7972
2014-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,46.1,2.9332
2014-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.5,0.7317
2014-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.65,0.5504
2014-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.98,0.6986
2014-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.38,0.8513
2014-08-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.1,0.1972
2014-08-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.13,0.1992
2014-08-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.88,0.1832
2014-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.19,0.2666
2014-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.39,0.2157
2014-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.41,0.2806
2014-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.23,0.2691
2014-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.81,0.0515
2014-09-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,65.0,4.1357
2014-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,20.82,1.3247
2014-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.66,0.3601
2014-09-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.13,0.8354
2014-09-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,45.22,2.8772
2014-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,12.19,0.7756
2014-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.25,0.6522
2014-09-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.56,0.7355
2014-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.63,0.9945
2014-09-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.34,0.2125
2014-09-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.16,0.2011
2014-09-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,2.63,0.1673
2014-10-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.71,0.2997
2014-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.58,0.2278
2014-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.17,0.2653
2014-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.25,0.2704
2014-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.79,0.0503
2014-10-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,67.17,4.2738
2014-10-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.83,1.2617
2014-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.7,0.3627
2014-10-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.67,0.8062
2014-10-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,47.83,3.0433
2014-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.5,0.7317
2014-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,11.67,0.7425
2014-10-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,11.13,0.7082
2014-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.84,0.8806
2014-10-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.04,0.1934
2014-10-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.17,0.2017
2014-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.7,0.2354
2014-11-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.93,0.2501
2014-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,3.65,0.2322
2014-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,4.1,0.2609
2014-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.3,0.2736
2014-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.81,0.0515
2014-11-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,67.5,4.2948
2014-11-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,19.15,1.2185
2014-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.68,0.3614
2014-11-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,13.0,0.8271
2014-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,46.8,2.9777
2014-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,11.4,0.7253
2014-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,8.78,0.5586
2014-11-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,10.9,0.6935
2014-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.05,0.8303
2014-11-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.35,0.2131
2014-11-15,,,National Average,,,vegetables and fruits,Onions (white),KG,actual,Retail,EGP,3.3,0.21
2014-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.48,0.2214
2014-12-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,3.8,0.2418
2014-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,2.9,0.1845
2014-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,3.9,0.2481
2014-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.1,0.2609
2014-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.8,0.0509
2014-12-15,,,National Average,,,"meat, fish and eggs",Meat (beef),KG,actual,Retail,EGP,61.3,3.9003
2014-12-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,18.5,1.1771
2014-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.5,0.3499
2014-12-15,,,National Average,,,oil and fats,Ghee (artificial),KG,actual,Retail,EGP,12.8,0.8144
